Code,Year,Site,Elevation,Aspect,Degree.northing,Degree.easting,Slope(degree),Distance,Lifeform
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,6.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,6.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,6.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,7.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.2,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,8.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.7,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.8,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,9.9,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,10.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.3,rock
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.4,rock
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.5,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.6,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.7,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,11.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.1,rock
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.2,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.3,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.4,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.5,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.6,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.7,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.8,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,12.9,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.1,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.2,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.3,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.4,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.5,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.6,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.7,grass
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.8,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,13.9,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,14.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,15.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.2,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.3,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.4,herb
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.5,rock
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.6,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.7,litter
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.8,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,16.9,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,17.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,18.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,19.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,20.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,21.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,22.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,23.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,24.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,25.9,bare ground
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,26.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,27.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.7,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.8,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,28.9,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,29,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,29.1,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,29.2,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,29.3,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,29.4,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,29.5,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,29.6,shrub
2004_BF_NE,2004,BF,1710,NE,0.707105483,0.70710808,6.072456407,29.7,shrub
